Name	Latitude	Longitude	Category	Description
Engagement at Bayou Fourche	34.72207	-92.20141	History	<a href='https://www.hmdb.org/m.asp?m=116463' target='_blank'>Visit the website</a> for more info.
In Memory of all who served on the Island of Oahu	34.72408	-92.25741	History	<a href='https://www.hmdb.org/m.asp?m=180276' target='_blank'>Visit the website</a> for more info.
A National Cemetery System	34.72415	-92.25919	History	<a href='https://www.hmdb.org/m.asp?m=181345' target='_blank'>Visit the website</a> for more info.
To the Memory of all Men and Women	34.72415	-92.25918	History	<a href='https://www.hmdb.org/m.asp?m=180368' target='_blank'>Visit the website</a> for more info.
Little Rock National Cemetery	34.72417	-92.25865	History	<a href='https://www.hmdb.org/m.asp?m=180795' target='_blank'>Visit the website</a> for more info.
Confederate Burial in the National Cemetery	34.72419	-92.25865	History	<a href='https://www.hmdb.org/m.asp?m=180935' target='_blank'>Visit the website</a> for more info.
Frank Moore	34.72433	-92.25970	History	<a href='https://www.hmdb.org/m.asp?m=210364' target='_blank'>Visit the website</a> for more info.
State of Minnesota	34.72470	-92.25612	History	<a href='https://www.hmdb.org/m.asp?m=180357' target='_blank'>Visit the website</a> for more info.
Oakland-Fraternal Cemetery	34.72730	-92.26138	History	<a href='https://www.hmdb.org/m.asp?m=211545' target='_blank'>Visit the website</a> for more info.
Wilson-Mehaffy (Mehaffey) House	34.72857	-92.27521	History	<a href='https://www.hmdb.org/m.asp?m=211520' target='_blank'>Visit the website</a> for more info.
Ada Thompson Memorial Home	34.72900	-92.27347	History	<a href='https://www.hmdb.org/m.asp?m=211519' target='_blank'>Visit the website</a> for more info.
Lamb-McSwain House	34.72900	-92.30091	History	<a href='https://www.hmdb.org/m.asp?m=211540' target='_blank'>Visit the website</a> for more info.
Frauenthal House	34.72927	-92.28011	History	<a href='https://www.hmdb.org/m.asp?m=211523' target='_blank'>Visit the website</a> for more info.
First Church of Christ, Scientist	34.72961	-92.27512	History	<a href='https://www.hmdb.org/m.asp?m=211517' target='_blank'>Visit the website</a> for more info.
Pearson-Robinson House	34.73098	-92.29199	History	<a href='https://www.hmdb.org/m.asp?m=211526' target='_blank'>Visit the website</a> for more info.
Paul Laurence Dunbar High School	34.73212	-92.28605	History	<a href='https://www.hmdb.org/m.asp?m=211485' target='_blank'>Visit the website</a> for more info.
Cornish House	34.73216	-92.27974	History	<a href='https://www.hmdb.org/m.asp?m=211500' target='_blank'>Visit the website</a> for more info.
Blocker Creek Cascade	34.73222	-93.21183	Waterfalls	
Turner House	34.73246	-92.27563	History	<a href='https://www.hmdb.org/m.asp?m=211505' target='_blank'>Visit the website</a> for more info.
Turner-Ledbetter House	34.73246	-92.27492	History	<a href='https://www.hmdb.org/m.asp?m=211511' target='_blank'>Visit the website</a> for more info.
Hemingway House	34.73278	-92.27973	History	<a href='https://www.hmdb.org/m.asp?m=211494' target='_blank'>Visit the website</a> for more info.
R. Neel-G.A.A. Deane House	34.73303	-92.27930	History	<a href='https://www.hmdb.org/m.asp?m=211488' target='_blank'>Visit the website</a> for more info.
Winfield Methodist Church	34.73325	-92.27437	History	<a href='https://www.hmdb.org/m.asp?m=211513' target='_blank'>Visit the website</a> for more info.
Fort Steele	34.73439	-92.28014	History	<a href='https://www.hmdb.org/m.asp?m=228006' target='_blank'>Visit the website</a> for more info.
Fort Steele	34.73444	-92.28027	History	After occupying Little Rock Sept. 10, 1863, Union officials made plans to fortify the capital city. Construction began Nov. 9 on a square redoubt which will command the city and all principal approaches. The resulting earthwork was named Fort Steele and it became the central point in a network of batteries and rifle pits built to defend Little Rock from Confederate attack. The fort, bristling with cannon and manned by veteran Union infantrymen, apparently did its job well, as Confederate forces never mounted an offensive to retake Little Rock.
William L. Terry House	34.73445	-92.27198	History	<a href='https://www.hmdb.org/m.asp?m=211449' target='_blank'>Visit the website</a> for more info.
Lincoln Building	34.73446	-92.27288	History	<a href='https://www.hmdb.org/m.asp?m=211465' target='_blank'>Visit the website</a> for more info.
The Dilts House	34.73448	-92.27650	History	<a href='https://www.hmdb.org/m.asp?m=211443' target='_blank'>Visit the website</a> for more info.
The Allison-Crawford House	34.73449	-92.27691	History	<a href='https://www.hmdb.org/m.asp?m=211446' target='_blank'>Visit the website</a> for more info.
Buhler House	34.73490	-92.33500	History	<a href='https://www.hmdb.org/m.asp?m=211260' target='_blank'>Visit the website</a> for more info.
McDiarmid House	34.73491	-92.27566	History	<a href='https://www.hmdb.org/m.asp?m=229495' target='_blank'>Visit the website</a> for more info.
Clara McDiarmid	34.73493	-92.27560	History	<a href='https://www.hmdb.org/m.asp?m=229491' target='_blank'>Visit the website</a> for more info.
George W. Dickinson House	34.73498	-92.27863	History	<a href='https://www.hmdb.org/m.asp?m=211466' target='_blank'>Visit the website</a> for more info.
The Chisum House	34.73526	-92.27056	History	<a href='https://www.hmdb.org/m.asp?m=211463' target='_blank'>Visit the website</a> for more info.
Peay Cottage	34.73529	-92.27673	History	<a href='https://www.hmdb.org/m.asp?m=211434' target='_blank'>Visit the website</a> for more info.
Angelo Marre House	34.73537	-92.27137	History	<a href='https://www.hmdb.org/m.asp?m=211453' target='_blank'>Visit the website</a> for more info.
Pi Lambda Chapter Founded	34.73586	-92.28517	History	<a href='https://www.hmdb.org/m.asp?m=211468' target='_blank'>Visit the website</a> for more info.
Rozelle-Murphy House	34.73587	-92.27121	History	<a href='https://www.hmdb.org/m.asp?m=211459' target='_blank'>Visit the website</a> for more info.
The Second Sarlo Cottage	34.73643	-92.27649	History	<a href='https://www.hmdb.org/m.asp?m=211364' target='_blank'>Visit the website</a> for more info.
Compton-Wood House	34.73650	-92.27611	History	<a href='https://www.hmdb.org/m.asp?m=211366' target='_blank'>Visit the website</a> for more info.
Dr. John G. Thornton	34.73654	-92.28911	History	<a href='https://www.hmdb.org/m.asp?m=211469' target='_blank'>Visit the website</a> for more info.
Little Rock Central High: 50 Years Later	34.73679	-92.29847	Interest	A 2007 documentary following the lives of present day students and focusing on the racial, social, and economic diversity in their lives.
The First Human Dissection in Arkansas	34.73705	-92.26421	History	<a href='https://www.hmdb.org/m.asp?m=116362' target='_blank'>Visit the website</a> for more info.
Arkansas in the Battle of New Market	34.73719	-92.27849	History	In May 1864, Confederate troops in the Shenandoah Valley were under strength. The Union army threatened to cut off supplies to Lee's Army of No. Virginia. Cadets were sought from the Virginia Military Institute (VMI) to bolster the Confederate forces. Three of the cadets ordered to participate in the Battle of New Market on May 15, 1864, were Samuel B. Adams, age 15, Chester G. Ashley and Francis S. Johnson, age 16, all of Little Rock. It was a victory for the Confederates. All three men are buried at Mount Holly.
Arkansas in the Battle of New Market	34.73723	-92.27879	History	<a href='https://www.hmdb.org/m.asp?m=170448' target='_blank'>Visit the website</a> for more info.
Roosevelt Visits Little Rock / Roosevelt Visits City Park	34.73751	-92.26510	History	<a href='https://www.hmdb.org/m.asp?m=266965' target='_blank'>Visit the website</a> for more info.
Douglas MacArthur	34.73753	-92.26544	History	<a href='https://www.hmdb.org/m.asp?m=116366' target='_blank'>Visit the website</a> for more info.
MacArthur Park World War Memorial	34.73765	-92.26564	History	<a href='https://www.hmdb.org/m.asp?m=117236' target='_blank'>Visit the website</a> for more info.
The Camden Expedition	34.73773	-92.26504	History	<a href='https://www.hmdb.org/m.asp?m=116237' target='_blank'>Visit the website</a> for more info.
In Memory of United Spanish War Veterans	34.73779	-92.26565	History	<a href='https://www.hmdb.org/m.asp?m=116215' target='_blank'>Visit the website</a> for more info.
United Spanish War Veterans Tribute	34.73783	-92.26508	History	<a href='https://www.hmdb.org/m.asp?m=116176' target='_blank'>Visit the website</a> for more info.
The Camden Expedition	34.73784	-92.26512	History	On March 23, 1864, Gen. Frederick Steele led a Union army south from Little Rock to join another army in Louisiana and invade Texas. After fighting at Elkins Ferry and Prairie DAne, Steeles hungry army occupied Camden. Disastrous defeats at Poison Spring and Marks Mills led Steele to abandon his drive south and retreat to Little Rock. He fought a desperate battle against Confederate troops from Louisiana at Jenkins Ferry on April 30 before returning to the capital on May 3. The Camden Expedition marked its beginning and end here at the U.S. Arsenal.
206th Coast Artillery (Anti-Aircraft) Memorial	34.73811	-92.26560	History	<a href='https://www.hmdb.org/m.asp?m=117229' target='_blank'>Visit the website</a> for more info.
The Mehlburger Markers	34.73814	-92.26560	History	<a href='https://www.hmdb.org/m.asp?m=117228' target='_blank'>Visit the website</a> for more info.
In Memory of David O. Dodd	34.73816	-92.26504	History	<a href='https://www.hmdb.org/m.asp?m=117237' target='_blank'>Visit the website</a> for more info.
The Story of David O. Dodd 	34.73819	-92.26507	History	<a href='https://www.hmdb.org/m.asp?m=225115' target='_blank'>Visit the website</a> for more info.
U.S. Colored Troops in Arkansas in the Civil War / 1st and 2nd Kansas Colored Infantry Regiments	34.73819	-92.26508	History	<a href='https://www.hmdb.org/m.asp?m=266962' target='_blank'>Visit the website</a> for more info.
The Little Rock Arsenal	34.73820	-92.26508	History	<a href='https://www.hmdb.org/m.asp?m=117241' target='_blank'>Visit the website</a> for more info.
The Arsenal Crisis	34.73822	-92.26505	History	The Civil War could have begun at this U.S. Arsenal. As other states seceded, rumors that reinforcements were heading for the Arsenal led around 1,000 militia from south and east Arkansas to demand the surrender of the garrison. On Feb. 12, 1861, Capt. James Totten, with no orders from his superiors, abandoned the Arsenal to avoid the cause of Civil War. Little Rocks ladies gave him a sword to show their appreciation of his action.Two months later, Ft. Sumter was attacked.
The Arsenal Crisis	34.73822	-92.26510	History	<a href='https://www.hmdb.org/m.asp?m=116214' target='_blank'>Visit the website</a> for more info.
